480.13,164.06,"r. The AI's response",131,5710.1000000089,0,1760723620267
479.63,163.43,"r. The AI's response",131,6030.400000006,0,1760723620586
482.42,161.69,"r. The AI's response",131,6287.900000006,0,1760723620845
489.27,153.5,". The AI's response",132,6546.5,0,1760723621102
476.21,133.91,"o 1 minute for AI to",81,6773.8000000119,0,1760723621330
534.18,119.14,"inute for AI to",86,6981,0,1760723621537
520.83,108.94,"minute for AI to",85,7171.700000003,0,1760723621727
485.61,61.08,"please wait",40,7374.700000003,0,1760723621930
353.17,11.3,"question, please wa",29,7581.900000006,0,1760723622138
358.94,5.51,"question, please wa",29,7759.1000000089,0,1760723622315
-1,-1,,,7963.200000003,0,1760723622518
-1,-1,,,8149.5,0,1760723622705
-1,-1,,,8333,0,1760723622888
-1,-1,,,8537.1000000089,0,1760723623092
-1,-1,,,8760.8000000119,0,1760723623316
-1,-1,,,8993.700000003,0,1760723623549
-1,-1,,,9202.400000006,0,1760723623757
-1,-1,,,9434.5,0,1760723623990
-1,-1,,,9627.1000000089,0,1760723624182
-1,-1,,,9827.700000003,0,1760723624383
-1,-1,,,10039.400000006,0,1760723624594
-1,-1,,,10233.600000009,0,1760723624789
-1,-1,,,10469.5,0,1760723625024
-1,-1,,,10779.400000006,0,1760723625334
-1,-1,,,11027.200000003,0,1760723625582
-1,-1,,,11212.5,0,1760723625769
-1,-1,,,11425.400000006,0,1760723625981
-1,-1,,,11610,0,1760723626165
-1,-1,,,11826.100000009,0,1760723626381
-1,-1,,,11992.900000006,0,1760723626548
-1,-1,,,12166.700000003,0,1760723626722
-1,-1,,,12366.700000003,0,1760723626923
-1,-1,,,12564.400000006,0,1760723627120
-1,-1,,,12757.200000003,0,1760723627312
-1,-1,,,13013.100000009,0,1760723627568
-1,-1,,,13193.100000009,0,1760723627748
487.7,12.56,"please wait",40,13367.600000009,0,1760723627923
459.23,33.22,", please wait",38,13532.200000003,0,1760723628088
509.28,60.25,"ease wait",42,13703.300000012,0,1760723628259
491.2,58.71,"please wait",40,13898.800000012,0,1760723628455
487.48,105.05,"1 minute for AI to",82,14085.900000006,0,1760723628642
404.9,74.82,"stion, please wait",33,14265.100000009,0,1760723628821
463.54,41.67,", please wait",38,14464,0,1760723629020
507.37,7.07,"ease wait",42,14651,0,1760723629207
402.2,122.18,"e up to 1 minute for",75,14814.300000012,0,1760723629370
422.24,107.63,"up to 1 minute for",76,15012.200000003,0,1760723629568
381.56,128.98,"ake up to 1 minute f",73,15204.5,0,1760723629761
308.43,179.25,"ng their answer. The",117,15385.600000009,0,1760723629941
297.85,189,"ing their answer. Th",116,15599,0,1760723630155
438.6,185.65,"swer. The AI's respo",128,15817.900000006,0,1760723630375
404.26,217.87,"answer. The AI's re",125,16010.900000006,0,1760723630567
380.92,199,"ir answer. The AI's",123,16183.5,0,1760723630740
459.75,190.84,"er. The AI's respons",130,16354,0,1760723630910
580.81,158.07,"'s response",140,16524.200000003,0,1760723631080
594.51,164.91,"s response",141,16702.300000012,0,1760723631259
594.62,145.13,"for AI to",91,16872.700000003,0,1760723631428
545.96,117.56,"nute for AI to",87,17017.300000012,0,1760723631573
499.43,71.43,"lease wait",41,17323.900000006,0,1760723631880
463.21,34.6,", please wait",38,17501.100000009,0,1760723632057
416.82,35.41,"tion, please wait",34,17682.200000003,0,1760723632238
-1,-1,,,17857.400000006,0,1760723632412
-1,-1,,,18020.400000006,0,1760723632576
-1,-1,,,18193.400000006,0,1760723632748
-1,-1,,,18385.100000009,0,1760723632940
-1,-1,,,18592.800000012,0,1760723633148
-1,-1,,,18792,0,1760723633347
-1,-1,,,18977.700000003,0,1760723633533
-1,-1,,,19154.200000003,0,1760723633709
-1,-1,,,19354,0,1760723633909
-1,-1,,,19535.600000009,0,1760723634091
-1,-1,,,19700.5,0,1760723634256
-1,-1,,,19867.5,0,1760723634423
-1,-1,,,20060.400000006,0,1760723634616
-1,-1,,,20243,0,1760723634799
-1,-1,,,20540,0,1760723635096
-1,-1,,,20745.300000012,0,1760723635301
602.5,16.7,"ease wait",42,20917.100000009,0,1760723635474
-1,-1,,,21113.5,0,1760723635669
591.14,81.49,"for AI to",91,21327.600000009,0,1760723635884
-1,-1,,,21538.600000009,0,1760723636094
550.15,101.17,"nute for AI to",87,21726,0,1760723636282
480.4,122.99,"o 1 minute for AI to",81,21906.800000012,0,1760723636463
369.03,76.96,"question, please wai",30,22127.200000003,0,1760723636683
408.75,94.24,"e up to 1 minute for",75,22307.900000006,0,1760723636864
322.66,92,"ght take up to 1 min",68,22484,0,1760723637040
277.25,100.16,"t might take up to 1",64,22657.300000012,0,1760723637213
312.18,68.63,"your question, pleas",25,22822.200000003,0,1760723637378
369,122.11,"take up to 1 minute",72,22981.400000006,0,1760723637537
408.14,118.68,"e up to 1 minute for",75,23164.100000009,0,1760723637720
419.61,95.52,"up to 1 minute for",76,23358.200000003,0,1760723637914
408.23,93.2,"e up to 1 minute for",75,23542.100000009,0,1760723638098
593.33,107.02,"for AI to",91,23728.700000003,0,1760723638288
-1,-1,,,23946.800000012,0,1760723638504
-1,-1,,,24148.5,0,1760723638705
-1,-1,,,24547.600000009,0,1760723639103
-1,-1,,,24709.600000009,0,1760723639265
-1,-1,,,24908.400000006,0,1760723639467
-1,-1,,,25086.5,0,1760723639642
-1,-1,,,25249,0,1760723639805
-1,-1,,,25412.5,0,1760723639968
-1,-1,,,25608.200000003,1,1760723640163
-1,-1,,,25796.900000006,1,1760723640352
502.43,121.42,"1 minute for AI to",83,26010.700000003,1,1760723640566
-1,-1,,,28031.600000009,0,1760723642587
-1,-1,,,28320.700000003,0,1760723642876
526.99,1.15,"ease wait",42,28557.400000006,0,1760723643113
536.21,10.34,"ease wait",42,28725.200000003,0,1760723643281
-1,-1,,,28951.700000003,0,1760723643508
-1,-1,,,29099.700000003,1,1760723643655
-1,-1,,,29263.800000012,1,1760723643820
-1,-1,,,29472.900000006,0,1760723644029
-1,-1,,,29625,0,1760723644181
-1,-1,,,29782.5,0,1760723644338
-1,-1,,,29959.600000009,0,1760723644515
-1,-1,,,30128.400000006,0,1760723644684
-1,-1,,,30406.800000012,0,1760723644963
-1,-1,,,30604.800000012,0,1760723645161
-1,-1,,,30784.900000006,0,1760723645340
-1,-1,,,30936.900000006,0,1760723645492
-1,-1,,,31090.900000006,0,1760723645648
-1,-1,,,31255.400000006,0,1760723645811
-1,-1,,,31473.400000006,0,1760723646029
-1,-1,,,31684.800000012,0,1760723646241
-1,-1,,,31839.700000003,0,1760723646395
-1,-1,,,32008.800000012,0,1760723646564
-1,-1,,,32183.800000012,0,1760723646739
-1,-1,,,32336.900000006,0,1760723646892
-1,-1,,,32488.900000006,0,1760723647044
-1,-1,,,32639.800000012,0,1760723647195
-1,-1,,,32798.5,0,1760723647353
-1,-1,,,32954.900000006,0,1760723647510
-1,-1,,,33150.200000003,0,1760723647705
-1,-1,,,33317.600000009,0,1760723647873
-1,-1,,,33596.900000006,0,1760723648154
-1,-1,,,33754.600000009,0,1760723648310
-1,-1,,,33910.800000012,0,1760723648466
-1,-1,,,34061.100000009,0,1760723648617
-1,-1,,,34205.100000009,0,1760723648761
-1,-1,,,34367.700000003,0,1760723648924
-1,-1,,,34521.5,0,1760723649077
-1,-1,,,34665.900000006,0,1760723649222
-1,-1,,,34818.100000009,0,1760723649374
-1,-1,,,35135.900000006,0,1760723649692
-1,-1,,,35297.100000009,0,1760723649853
-1,-1,,,35464.300000012,0,1760723650020
-1,-1,,,35711.700000003,0,1760723650267
-1,-1,,,35931.600000009,0,1760723650487
-1,-1,,,36178.100000009,0,1760723650735
-1,-1,,,36390.700000003,0,1760723650946
-1,-1,,,36604.400000006,0,1760723651160
-1,-1,,,36781.600000009,0,1760723651337
-1,-1,,,37011.800000012,0,1760723651568
-1,-1,,,37189,0,1760723651745
-1,-1,,,37398.700000003,0,1760723651954
-1,-1,,,37600.200000003,0,1760723652156
-1,-1,,,37786.700000003,0,1760723652343
-1,-1,,,37944.900000006,0,1760723652501
-1,-1,,,38105.300000012,0,1760723652661
-1,-1,,,38259.400000006,0,1760723652815
-1,-1,,,38426,0,1760723652982
-1,-1,,,38578.5,0,1760723653134
-1,-1,,,38732.900000006,0,1760723653289
-1,-1,,,38908.100000009,0,1760723653464
-1,-1,,,39066.600000009,0,1760723653622
-1,-1,,,39211.900000006,0,1760723653768
-1,-1,,,39380.5,0,1760723653936
-1,-1,,,39558.400000006,0,1760723654114
-1,-1,,,39720.300000012,0,1760723654277
-1,-1,,,39867.900000006,0,1760723654424
-1,-1,,,40015.200000003,0,1760723654571
-1,-1,,,40165.100000009,0,1760723654720
